Company,Error,URL
Tepbac,Invalid news source,https://www.techinasia.com/grow-impact-accelerator-names-latest-cohort-ten-startups
Speckle,Invalid news source,https://www.itjuzi.com/investevent/13177502
Alt Ave,Invalid news source,http://dlvr.it/SPXlKC
White Rabbit,Invalid news source,http://dlvr.it/SNVZtl
Novaliq,Invalid news source,https://www.itjuzi.com/investevent/13167487
Procurified,Invalid news source,https://magnitt.com/news/procurified-1-1m-seed-53587
Bodega Bay Hard Seltzer,Invalid news source,https://www.crowdcube.com/companies/bodega-bay-hard-seltzers/pitches/qBjopq?country=GB
Happy Pay,Invalid news source,https://www.launchafrica.vc/portfolio/#portfolio/bcf36ba4-105d-406e-92a9-26f7615d9e60
Logidoo,Invalid news source,https://www.launchafrica.vc/portfolio/
Likeo,Invalid news source,https://www.tomcat-factory.com/likeo-leve-153-me/
Sulitest,Invalid news source,https://www.societe.tech/actu/sulitest-impact-levee-de-fonds-de-1-5-millions-d-euros/
each One,Invalid news source,https://business.lesechos.fr/entrepreneurs/financer-sa-creation/0701208743548-each-one-leve-5-millions-pour-aider-les-refugies-a-trouver-un-emploi-347602.php
Feedect,Invalid news source,https://www.eleconomista.es/retail/noticias/11754663/05/22/Feedect-se-lanza-a-fabricar-proteinas-de-insectos-para-el-sector-alimentario.html
Ingrediome,Invalid news source,https://indiebio.co/company/ingrediome/
Nanusens,Invalid news source,https://www.crowdcube.com/companies/nanusens?utm_campaign=Trends%20in%20MKB%20financiering&utm_medium=email&utm_source=Revue%20newsletter
bullfinch,Invalid news source,https://in.marketscreener.com/quote/stock/IMPAX-ASSET-MANAGEMENT-GR-4002074/news/Impax-Asset-Management-Group-plc-acquired-unknown-minority-stake-in-Bullfinch-Asset-Aktiengesellscha-37856931/
ExpressionEdits,Invalid news source,https://www.wilbe.com/build
SupplyWell,Invalid news source,https://rivercapitaluk.com/case-studies/supplywell/
Invyo,Invalid news source,https://www.inovexus.com/le-club
Pinpo,Invalid news source,https://www.inovexus.com/le-club
Trustpair,Invalid news source,https://saas-lander.com/2021-cohort
Karyon,Invalid news source,https://www.inovexus.com/le-club
PowerUp,Invalid news source,https://saas-lander.com/2021-cohort
Elma Care,Invalid news source,https://www.webcapitalriesgo.com/el-cdti-destina-en-enero-e56m-a-seis-nuevas-coinversiones-en-capital-riesgo-a-traves-de-innvierte/
Waymark,Invalid news source,http://vator.tv/n/53b4
PolkaDex,Invalid news source,https://momentum6.com/portfolio.html
GENERALE DU SOLAIRE,Invalid news source,https://inspiredevolution.co.za/funds/evolution-two-fund
Zerolytics,Invalid news source,https://firda.com/firda-active
Sonair,Invalid news source,https://firda.com/firda-active
Dublin Vinyl,Invalid news source,https://www.eiismanagement.ie/dublin-vinyl-secures-e1-5-million-eiis-investment/
evoMAG,Invalid news source,https://ain.capital/2022/09/19/evomag-raises-2m/
Koolboks,Invalid news source,https://webcache.googleusercontent.com/search?q=cache:lG_qrUk1pMoJ:https://businessday.ng/companies/article/acumen-injects-1-05m-in-nigerias-koolboks-sierra-leones-lizard-earth/&cd=1&hl=en&ct=clnk&gl=in
Keepface,Invalid news source,https://finance.yahoo.com/news/metafluence-raises-3m-oversubscribed-funding-123400553.html
AEYE Health,Invalid news source,https://www.geektime.com/great-optics-israeli-innovation-scans-your-eyes-to-revolutionize-disease-diagnostics/
Aletiq,Invalid news source,https://geeky.news/aletiq-raises-1-5-million-euros-for-france-deployment/
Goodstack,Invalid news source,https://sifted.eu/articles/biggest-unannounced-uk-tech-fundraises/?utm_source=sailthru&utm_medium=email&utm_campaign=flagship_newsletter&utm_content=09-05-2022&utm_term=wants_main_newsletter
Umoja,Invalid news source,https://afrotech.com/emerging-impact
Koite Health,Invalid news source,https://www.talouselama.fi/uutiset/suomalaisyhtio-kehitti-suuhun-sopivan-valohoitolaitteen-joka-voi-vahentaa-antibioottihoitoja-sai-menetelmalle-miljoonarahoituksen/f516b189-cb2e-400f-8ff3-30f77ec2cabf
Arcweave,Invalid news source,https://venturebeat.com/games/arcweave-raises-850k-to-build-ai-powered-game-creation-tools/
Galeon,Invalid news source,https://cryptonaute.fr/galeon-ico-terminee-quid-de-la-suite-du-projet/
Bolide,Invalid news source,https://cointelegraph.com/press-releases/defi-yield-optimizer-bolide-successfully-closes-3-million-seed-round
GreenIron AB,Invalid news source,https://eitrawmaterials.eu/investing-in-green-steel-swedish-start-up-greeniron-raises-sek-100-million/
Jho,Invalid news source,https://business.lesechos.fr/entrepreneurs/financer-sa-creation/0603229979106-tampons-serviettes-jho-leve-2-millions-pour-accelerer-sur-les-protections-naturelles-337501.php
Clevergy,Invalid news source,https://www.webcapitalriesgo.com/clevergy-cierra-con-rocket-internet-una-ronda-pre-seed-de-e500-000/
Full-Life Technologies,Invalid news source,https://previous.full-life.com/NewsDtl1?id=1
Scramjet,Invalid news source,https://startupmafia.eu/we-reached-400-000-downloads-summary-of-the-year-scramjet
Converge.io,Invalid news source,https://www.scalarnorthcapital.co.uk/portfolio/
Voltan Energy,Invalid news source,https://www.kauppalehti.fi/uutiset/kerrostalojen-maalampoyritys-kerasi-liki-miljoonan-euron-rahoituspotin-mukana-ehrnroothit-fromondit-ja-timo-soininen/c9968c14-42f4-4f66-8db7-a2bda3718a1c
Citibeats,Invalid news source,https://www.citibeats.com/center-for-knowledge/citibeats-avan%C3%A7sa-ai-emea-latam-us
Fairmoove,Invalid news source,https://www.societe.tech/actu/fairmoove-levee-de-fonds-de-3-millions-deuros/
OTO,Invalid news source,https://www.seedrs.com/otocbd
iweech,Invalid news source,https://lookcharms.com/iweech-raises-2-8-million-for-its-smart-electric-bike-funding/
VersTrade,Invalid news source,https://www.emerce.nl/nieuws/postnl-neemt-belang-online-foodmarktplaats-verstrade
Clausematch,Invalid news source,https://www.crowdfundinsider.com/2022/06/192288-regtech-clausematch-closes-on-10-8-million-in-funding/
Rush,Invalid news source,https://seenews.com/news/bulgarias-rush-raises-300000-in-launchub-ventures-led-pre-seed-round-756234
Knabu Distributed Systems,Invalid news source,https://beta.ventures/portfolio
Aliform,Invalid news source,https://www.sovrinti.com/news/blog-post-title-one-5r225
Bio-bean,Invalid news source,https://turquoise.eu/low-carbon-innovation-fund-2-invests-in-bio-bean/
EsoBiotec,Invalid news source,"http://capital-riesgo.es/en/articles/invivo-ventures-invests-in-esobiotec-to-revolutionize-cancer-cell-therapy-with-cutting-edge-in-vivo-engineering-platform/#:~:text=Invivo%20Ventures%20announces%20an%20investment,to%20be%20finalized%20in%202024."
Duplo,Invalid news source,https://www.wayfinder.com/portfolio
Heights,Invalid news source,https://www.seedrs.com/businesses/heights/sections/about
PlaymakerAI,Invalid news source,https://press.almiinvest.se/posts/pressreleases/almi-invest-investerar-i-playmaker-som-hittar
Sedimentum AG,Invalid news source,https://hemex.ch/2022/04/22/sedimentum-closes-its-next-financing-round-of-chf-3-3-mio/
CoinAfrique,Invalid news source,https://disrupt-africa.com/2021/08/03/japanese-vc-kepple-africa-ventures-makes-22-investments-in-first-7-months-of-2021/
SiLiB,Invalid news source,https://jewishbusinessnews.com/2021/08/29/breakthrough-silib-increases-electric-vehicles-range-by-40/
Kryptomon,Invalid news source,https://icohigh.net/gaming/708-kryptomon.html
Fuse.io,Invalid news source,https://www.zokyo.io/companies
MAG4Health,Invalid news source,https://fr.firenews.video/nouvelles-francaises/grenoble-isere-mag4health-leve-53-me-pour-accelerer-son-developpement/
eBikeLabs,Invalid news source,https://ebikelabs.com/velos-electriques-ebikelabs-reunit-500-actionnaires-sur-wiseed-et-leve-1-million-e/
EXCEL ESPORTS,Invalid news source,https://www.sportspromedia.com/news/excel-esports-investment-round-jrj-group-ipgl-tnf-gaming/
Factmata,Invalid news source,https://wefunder.com/factmata
Tetraneuron,Invalid news source,https://tetraneuron.com/en/spanish-biotech-tetraneuron-raises-more-than-2-5-million-euros-to-advance-its-alzheimers-therapy/
VitaDAO,Invalid news source,https://longevity.technology/news/crypto-auction-raises-over-5m-for-longevity-research/
AnaCardio,Invalid news source,https://www.karolinskadevelopment.com/en/press-releases?page=/perma/press/1926092
Duke Street Bio,Invalid news source,https://www.sec.gov/Archives/edgar/data/1823388/000095013821000321/xslFormDX01/primary_doc.xml
Rad Propulsion,Invalid news source,https://www.britbots.com/britbots-completes-six-new-investments
Knabu Distributed Systems,Invalid news source,https://www.launchafrica.vc/portfolio/
Segments.ai,Invalid news source,https://start-it-x.prezly.com/segmentsai-helps-organizations-speed-up-computer-vision-development-as-first-belgian-ycombinator-startup-ever-and-raises-eur-1m
BMG Pharma,Invalid news source,https://www.sanita24.ilsole24ore.com/art/aziende-e-regioni/2021-04-29/biotech-friulia-investe-2-milioni-bmg-pharma-sviluppo-torviscosa-114945.php?uuid=AECK1mE&refresh_ce=1
ParaState,Invalid news source,https://www.altcoinbuzz.io/cryptocurrency-news/product-release/parastate-completes-5-million-fundraising-event/
XNK Therapeutics,Invalid news source,https://xnktherapeutics.com/en/xnk-therapeutics-completes-private-placement-of-sek-64-million/
Mission,Invalid news source,https://www.thegrocer.co.uk/fundraising/mission-readies-13m-crowd-raise-to-fuel-growth/691599.article
Semicolon Africa,Invalid news source,https://www.launchafrica.vc/portfolio/
Youzd,Invalid news source,https://www.societe.tech/actu/youzd-levee-de-fonds-de-0-60-millions-deuros/
Entropiq,Invalid news source,https://www.entropiq.gg/blog/karel-janecek-hal3000-and-212-000-czk-to-charity
nT-Tao Compact Fusion Power,Invalid news source,https://jpt.spe.org/israeli-startup-innovates-small-fusion-units-for-on-and-off-grid
3ti Energy Hubs,Invalid news source,https://greenangelventures.com/portfolio/3ti/
Munch,Invalid news source,https://jewishbusinessnews.com/2023/11/24/iai-signs-145-million-in-deals/#google_vignette
Unify AI,Invalid news source,https://www.wayfinder.com/portfolio
Marti,Invalid news source,https://www.globalethicalbanking.com/unspecified-funds-helped-marti-close-investment-round-2021-ended/
Ellcie Healthy,Invalid news source,https://www.upward-labs.com/startup-portfolio
Plant Jammer,Invalid news source,https://masschallenge.org/startups/
Onramper,Invalid news source,https://www.antler.co/our-startups/onramper
Mymuse,Invalid news source,https://startupstorymedia.com/insights-mymuse-raises-rs-9-5-cr-funding/
I-VASC,Invalid news source,https://www.businesswire.com/news/home/20220404005835/en/I-VASC-Srl-Announces-achievement-of-18M-%E2%82%AC-Series-A-investment-to-launch-its-product-VELEX%E2%84%A2-a-device-for-the-treatment-of-Chronic-Venous-Insufficiency-CVI
B2Bee,Invalid news source,https://filrougecapital.com/portofolio/b2bee/
Matterway,Invalid news source,https://www.public.io/portfolio/
WeCycle,Invalid news source,https://www.afrik21.africa/maurice-inside-capital-investit-31-m-dans-wecycle-pour-le-recyclage-des-dechets/
Enduro,Invalid news source,https://www.enduro.bio/news-Enduro-Genetics-raises-preseed.html
Gosense,Invalid news source,https://www.societe.tech/actu/gosense-levee-de-fonds-de-0-57-millions-deuros/
NW,Invalid news source,https://rgreeninvest.com/newsroom/communique/prise-de-participation-de-la-societe-de-gestion-francaise-rgreen-invest-au-capital-de-nw-joules-pionnier-francais-du-stockage-denergie/
Duke Street Bio,Invalid news source,https://www.sec.gov/Archives/edgar/data/1823388/000095013820000369/xslFormDX01/primary_doc.xml
ACTIPH Water,Invalid news source,https://www.thegrocer.co.uk/fundraising/alkaline-ionised-bottled-water-brand-actiph-plots-us-push-after-12m-fundraise/648063.article
Thread In Motion,Invalid news source,https://www.ticaretsicil.gov.tr/view/hizlierisim/pdf_goster.php?Guid=1e37e65c-03b4-11eb-bc86-48df373f5970
Speckle,Invalid news source,https://bgnock.com/speckle-snags-5-5m-seed-to-build-open-source-platform-for-3d-drawings-techcrunch/
G.ST Antivirals,Invalid news source,https://startuparound.com/read/1588933807.9138587/Viennese-biotech-startup-G.ST-Antivirals-gets-funding-for-viral-disease-therapies
BTP,Invalid news source,https://www.scotsman.com/business/former-sla-joint-chief-martin-gilbert-among-backers-edinburgh-blockchain-start-2865592
Axis Spine Technologies,Invalid news source,https://www.med-technews.com/news/spinal-implant-firm-completes-830k-funding-round-for-us-lau/
Cloud 8,Invalid news source,https://www.privateequitywire.co.uk/2022/03/28/313250/employee-benefits-platform-raises-gbp750k-mercia
B2Bee,Invalid news source,https://filrougecapital.com/portofolio/b2bee/
PizzaLuxe,Invalid news source,https://www.thecaterer.com/news/posh-pizza-pizzaluxe-manchester-arndale
Ticketpass,Invalid news source,https://www.seedrs.com/ticketpass
VISARIGHT,Invalid news source,https://bmp.com/de/news/bmp-ventures-investiert-mit-den-ibg-fonds-das-legal-tech-startup-visaright
The Qube,Invalid news source,https://km-capital.co.uk/investments/
Predisurge,Invalid news source,https://dealflower.it/liftt-predisurge-eic-round-serie-a/#google_vignette
Krono-Safe,Invalid news source,https://www.krono-safe.com/press-release-krono-safe-raises-e10-6-million-confirms-position-leading-european-software-tool-provider-safety-critical-real-time-systems/
E-novate,Invalid news source,https://www.myfrenchstartup.com/en/fundraising-startup-enovate/2020/05/11/129127
BYON8,Invalid news source,https://peopleventures.vc/companies/byon8
Finapp,Invalid news source,https://dealflower.it/finapp-chiude-round-da-12-milioni-progress-tech-transfer-e-lead-investor/
Oze,Invalid news source,https://disruptafrica.com/2021/01/14/ghanaian-fintech-startup-oze-closes-700k-seed-funding-round/
The Valesco Group,Invalid news source,https://www.propertyfundsworld.com/2019/12/10/281246/nwca-acquires-strategic-stake-valesco
EndoSpan,Invalid news source,https://www.massdevice.com/endospan-aortic-arch-stent-graft-wins-fda-breakthrough-designation/
Mium Lab(Formerly Les Miraculeux),Invalid news source,https://smartfood.parisandco.paris/a-la-une/actualites/Crowdfunding-la-recette-de-la-reussite-par-Les-Miraculeux
Aligned Bio,Invalid news source,https://alignedbio.com/alignd-systems-nanowire-biosensor-platform-seed-funding-announcement/
RISE Financial Technologies,Invalid news source,https://mendoza-ventures.com/fresh-funding-of-3-5m-is-secured-for-rise-financial-technologies-to-accelerate-the-engineering-and-delivery-of-a-capital-market-infrastructure-solution-for-both-tokenized-and-traditionally-regulated/
Dublin Vinyl,Invalid news source,https://www.seedrs.com/dublinvinyl1
Faradai,Invalid news source,http://www.ticaretsicil.gov.tr/gosteryeni.php?guid=f744bf42-d3aa-11e9-9262-48df373f5970
PresenceKit,Invalid news source,https://www.marketscreener.com/quote/stock/ITAB-SHOP-CONCEPT-AB-PUBL-122799228/news/ITAB-Shop-Concept-AB-OM-ITAB-B-acquired-30-stake-in-Ombori-Apps-AB-for-SEK-15-million-34229032/
Amniotics,Invalid news source,https://www.amniotics.com/press-releases/almi-invest-invests-in-longboat-amniotics/
Terra Quantum,Invalid news source,https://www.businesswire.com/news/home/20220120005596/en/Terra-Quantum-has-raised-60m-to-accelerate-deployment-of-their-Quantum-as-a-Service-technology
TikTalk,Invalid news source,https://masschallenge.org/announcement/masschallenge-israel-announces--2021-accelerator-program-cohort
Revix,Invalid news source,https://disrupt-africa.com/2019/04/16/revix-crypto-trading-platform-launches-in-sa/
Ambire,Invalid news source,https://momentum6.com/portfolio.html
Urbangreen,Invalid news source,https://www.katalysen.com/17/432/urbangreen-has-been-funded-with-around-12-msek-by-more-than-600-stakeholders/
Taeillo,Invalid news source,https://disrupt-africa.com/2020/09/30/struggling-to-purchase-modern-furniture-in-africa-nigerias-taeillo-can-help/
Fido,Invalid news source,https://www.thefinderonline.com/news/item/12133-german-development-finance-provides-500-000-support-to-fido
TECHNORED,Invalid news source,https://impact-capital.com/en/feed/news/the-industrial-robotization-market-is-waiting-for-private-investors/
Talkin' Things,Invalid news source,https://ain.capital/2022/05/11/talkin-things-raises-20m/
Miro Forestry,Invalid news source,https://www.bii.co.uk/en/our-impact/investment/miro-forestry-developments-limited-investment-04/
Taylor & Hart,Invalid news source,https://www.thegaragesoho.london/portfolio
Sharies,Invalid news source,https://www.businessimmo.com/contents/102529/audacia-prend-une-participation-dans-sharies-et-prepare-une-offre-immobiliere
Moko,Invalid news source,https://www.cdcgroup.com/en/our-impact/search-results/page/40/?inv-datefrom=2005-01-01&inv-dateto=2019-12-31
Build A Rocket Boy,Invalid news source,https://s3.eu-west-2.amazonaws.com/document-api-images-live.ch.gov.uk/docs/XqQzOm8b5-HFTDi8g2B-GIweWKefz7RY88TAIA2ii28/application-pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIAWRGBDBV3M42VHMJL%2F20220613%2Feu-west-2%2Fs3%2Faws4_request&X-Amz-Date=20220613T232113Z&X-Amz-Expires=60&X-Amz-Security-Token=IQoJb3JpZ2luX2VjEHYaCWV1LXdlc3QtMiJHMEUCIQD51PWQ3B%2B9dcDD8P%2FJfe4UNtRzyTo8e4WGBlWRtEHGMwIgWWNk%2BNH4GZERjRJVGaqQj%2BflOzfp05kP4zvqK9VotZoq0wQIfxAEGgw0NDkyMjkwMzI4MjIiDPTTf38fN4OC7RBhSCqwBMU0dRtWAbJaWY0KGQ%2Bx6j%2FnZ%2F%2Ft9g8GndGNL5fX17HjuaxgXf2kKuOpPhRb7f2wmMAWs4kkjK0H7Hy0CEyA7njIlTZUeuWrTMQc3mT03vfEgueTJGlNWOZtfZr3SKFPxfYcQbEsd%2BcwEPNxotQo2vRIggiDMoiaSUT5dAcOFHKZNu3BHWDgXqfHv6tm3s%2BMxYBSUR53TUxOJuDFRA07IcFA1R0r25QJwpcHUl4HzJkUif%2BvHFhJrscMktrCbXz%2B%2BSrWQlGwlNikbZXjN106M6LLkYtGXsJGcooiAWUs2ZNDt0ry72W6wikYdZDRTub86SSNsRp6fWaRLXUwFuPtUNC4qU%2BKQvd7AFYl%2BBQHC3D26f4nLgFafyeXg0mIqOEmSmHGFMN3o7xE3OJs8GqymKap4c%2B7MbrpXTuZkgP2w5AenZWUKbSI31Da%2FqY7Wn6G10p6Uywv95oxuGxYRDNZpeRjW2LGOcN0Vw7jDbNMsYSPbxNkjHje78jk%2F1AVAgO5z%2BQiykEvT1TMG0aEpMNNtlTOBcR5fNRL6MBy5Ctrg8zocpk97oZZ7nf3svXpEGELYcFVTxobthoZQJ19gtN9uohLTQchgCc453jKD7nX09zTXOD465ZHmwuJyvSWtVjPOL6hXAa63J3VCxAgJBWjrzknx5gxv0Nhp1vEjVvqD64%2FyymIot%2FYxGuIa9r2iD%2FwooePgyBSVmnqrLsMxY65hVMb2SnyBIByBJRGFTEYDV3yMJvbnpUGOqkBfh1ut2a3KLcXXh9Puz5drele%2FDEh0HEN5AruLFyfsecPmU2cDOxiKJhPyp%2FfLCrelYe2aNIDuW6fEpwfQHaxMxSMpwe0rfc2vi8TUXdGcJFyB0B%2FWxEvg6IDsd4S6UjAFx3MUYihhOnxpNbMB3XKZseLRH5tlb0V32tG5hpnmukd0qkRI8M3FXCn1SRitL9%2FxRGmeV8PlFqzU0RRMhSW7VAF5Jap4FO8AA%3D%3D&X-Amz-SignedHeaders=host&response-content-disposition=inline%3Bfilename%3D%22companies_house_document.pdf%22&X-Amz-Signature=500113207fad5a439a924d9e89e259402639948a9ad0d53471b3889597cb4c3b
Powervault,Invalid news source,https://www.powervault.co.uk/article/powervault-wins-investment-from-green-angel-syndicate/
Linearity,Invalid news source,https://www.startupvalley.news/de/linearity-seed-finanzierungsrunde-vectornator-pro/
MobileGo,Invalid news source,https://bit.co/portfolio
QuarkXR,Invalid news source,https://venturebeat.com/games/htc-invests-in-26-new-ar-vr-startups-through-its-vive-x-accelerator/
Envisics,Invalid news source,https://tarsadia.com/portfolio/#Envisics
Core For Tech,Invalid news source,https://supernovainvest.com/core-for-tech-raises-3-5-million-eur/
pritidenta GmbH,Invalid news source,https://www.tvm-lifescience.com/norgine-ventures-completes-e2-million-financing-pritidenta/
Cleverciti Systems,Invalid news source,https://www.bloomberg.com/press-releases/2018-05-03/the-westly-group-is-the-latest-investor-to-fund-cleverciti-systems-the-intelligent-parking-management-provider
Green Story,Invalid news source,https://www.torontomu.ca/svz/startups/GreenStory/
Quantilope,Invalid news source,https://www.xing.com/communities/posts/start-up-quantilope-auf-wachstumskurs-1012805464
ROXi,Invalid news source,https://www.crunchbase.com/funding_round/electric-jukebox-series-a--ba29108c
PitPat,Invalid news source,https://www.crowdcube.com/companies/pitpat/pitches/qDwQyb
Sekoia,Invalid news source,http://borsen.dk/nyheder/avisen/artikel/11/156704/artikel.html
Sensar Marine,Invalid news source,http://shifter.no/index.php/2016/11/02/putter-35-millioner-statlige-pre-sakorns-penger-fire-bergens-startupene/
mozzeno,Invalid news source,https://www.crowdfundinsider.com/2022/10/197094-mozzeno-a-belgian-peer-to-peer-lender-reports-topping-e100-million-in-loans/
ATFX,Invalid news source,http://www.massdevice.com/cardionxt-raises-1-5m-novel-cardiac-ablation-tech/
Orangogo,Invalid news source,https://socialfare.org/en/start-up/sport-grand-tour/
Oncomatryx Biopharma,Invalid news source,https://craft.co/oncomatryx/metrics
Love & Green,Invalid news source,https://www.haussmann-patrimoine.fr/blog/odyssee-venture-love-et-green-defie-avec-ses-couches-ecologiques/
Disruptive Technologies,Invalid news source,https://firda.com/firda-active
Climeon,Invalid news source,https://tracxn.com/d/companies/climeon.com
Silent Eight,Invalid news source,https://tracxn.com/d/companies/silenteight.com
Thrive Therapeutic Software,Invalid news source,https://socialtechtrust.org/our-portfolio/ventures/
Glide,Invalid news source,https://www.reuters.com/article/idUS950920092/
Wellsense Technologies,Invalid news source,https://www.sec.gov/Archives/edgar/data/1535498/000114420413039136/xslFormDX01/primary_doc.xml
Realweb,Invalid news source,https://www.itcap.vc/portfolio
Tannico,Invalid news source,http://www.boox.it/en/portfolio/tannico/
EternoGen,Invalid news source,https://www.sec.gov/Archives/edgar/data/1556301/000155630114000002/xslFormDX01/primary_doc.xml
Wellsense Technologies,Invalid news source,https://www.sec.gov/Archives/edgar/data/1535498/000114420412036398/xslFormDX01/primary_doc.xml
Giraffic,Invalid news source,https://tracxn.com/d/companies/giraffic/__5cU3q_Le5tXsOWpnzXo0CD-2Toa5e5fH9E2KAAFKAlw/funding-and-investors
ABM Pharma,Invalid news source,https://www.societe.tech/actu/abm-pharma-levee-de-fonds-de-5-40-millions-deuros/
Zonzoo,Invalid news source,https://www.jadeberg-partners.ch/en/investment-activities/
Huddle,Invalid news source,https://www.privateequitywire.co.uk/huddle-closes-usd10m-series-b-funding-led-matrix
MainOne,Invalid news source,https://www.vanguardngr.com/2022/04/fbnquest-funds-exits-mainone-investment-to-equinix-inc/
Caspian Learning,Invalid news source,http://www.allbusiness.com/company-activities-management/company-structures-ownership/11462873-1.html
Presence Online,Invalid news source,http://www.wsj.com/articles/SB1001685414114395480
